"Date","Time","Test Total Time",,
"03/29/23","18:19:36","(hh:mm:ss): 0:53:54",,
,,,,
"Rated Capacity","Tested Capacity",,,
"18.00 Ah","10.78 Ah",,,
,,,,
"Cells","Battery Type","Battery Weight",,
"6","Lead Acid","0.000 lbs",,
"Battery Age","Battery Manufacturer","Battery Notes",,
"24.000 mo","Interstate battery","Mercury",,
,,,,
"Sample Rate",,,,
"1.000",,,,
,,,,
"Test Current","Graph Type",,,
"12.000 Amps","Seconds",,,
,,,,
"Test","Time (s)","Voltage (V)","Current","Temp (F)"
"Pinkie Pie","202.000","12.119","12.000","999.90"
"Pinkie Pie","203.000","12.119","12.000","999.90"
"Pinkie Pie","204.000","12.119","12.000","999.90"
"Pinkie Pie","205.000","12.119","12.000","999.90"
"Pinkie Pie","206.000","12.119","12.000","999.90"
"Pinkie Pie","207.000","12.119","12.000","999.90"
"Pinkie Pie","208.000","12.119","12.000","999.90"
"Pinkie Pie","209.000","12.119","12.000","999.90"
"Pinkie Pie","210.000","12.119","12.000","999.90"
"Pinkie Pie","211.000","12.119","12.000","999.90"
"Pinkie Pie","212.000","12.119","12.000","999.90"
"Pinkie Pie","213.000","12.119","12.000","999.90"
"Pinkie Pie","214.000","12.119","12.000","999.90"
"Pinkie Pie","215.000","12.119","12.000","999.90"
"Pinkie Pie","216.000","12.119","12.000","999.90"
"Pinkie Pie","217.000","12.119","12.000","999.90"
"Pinkie Pie","218.000","12.115","12.000","999.90"
"Pinkie Pie","219.000","12.115","12.000","999.90"
"Pinkie Pie","220.000","12.115","12.000","999.90"
"Pinkie Pie","221.000","12.115","12.000","999.90"
"Pinkie Pie","222.000","12.115","12.000","999.90"
"Pinkie Pie","223.000","12.115","12.000","999.90"
"Pinkie Pie","224.000","12.115","12.000","999.90"
"Pinkie Pie","225.000","12.115","12.000","999.90"
"Pinkie Pie","226.000","12.111","12.000","999.90"
"Pinkie Pie","227.000","12.111","12.000","999.90"
"Pinkie Pie","228.000","12.111","12.000","999.90"
"Pinkie Pie","229.000","12.111","12.000","999.90"
"Pinkie Pie","230.000","12.111","12.000","999.90"
"Pinkie Pie","231.000","12.111","12.000","999.90"
"Pinkie Pie","232.000","12.111","12.000","999.90"
"Pinkie Pie","233.000","12.111","12.000","999.90"
"Pinkie Pie","234.000","12.111","12.000","999.90"
"Pinkie Pie","235.000","12.111","12.000","999.90"
"Pinkie Pie","236.000","12.111","12.000","999.90"
"Pinkie Pie","237.000","12.111","12.000","999.90"
"Pinkie Pie","238.000","12.111","12.000","999.90"
"Pinkie Pie","239.000","12.111","12.000","999.90"
"Pinkie Pie","240.000","12.111","12.000","999.90"
"Pinkie Pie","241.000","12.111","12.000","999.90"
"Pinkie Pie","242.000","12.111","12.000","999.90"
"Pinkie Pie","243.000","12.111","12.000","999.90"
"Pinkie Pie","244.000","12.111","12.000","999.90"
"Pinkie Pie","245.000","12.111","12.000","999.90"
"Pinkie Pie","246.000","12.111","12.000","999.90"
"Pinkie Pie","247.000","12.111","12.000","999.90"
"Pinkie Pie","248.000","12.111","12.000","999.90"
"Pinkie Pie","249.000","12.111","12.000","999.90"
"Pinkie Pie","250.000","12.111","12.000","999.90"
"Pinkie Pie","251.000","12.111","12.000","999.90"
"Pinkie Pie","252.000","12.111","12.000","999.90"
"Pinkie Pie","253.000","12.111","12.000","999.90"
"Pinkie Pie","254.000","12.111","12.000","999.90"
"Pinkie Pie","255.000","12.111","12.000","999.90"
"Pinkie Pie","256.000","12.111","12.000","999.90"
"Pinkie Pie","257.000","12.111","12.000","999.90"
"Pinkie Pie","258.000","12.111","12.000","999.90"
"Pinkie Pie","259.000","12.111","12.000","999.90"
"Pinkie Pie","260.000","12.111","12.000","999.90"
"Pinkie Pie","261.000","12.111","12.000","999.90"
"Pinkie Pie","262.000","12.111","12.000","999.90"
"Pinkie Pie","263.000","12.111","12.000","999.90"
"Pinkie Pie","264.000","12.111","12.000","999.90"
"Pinkie Pie","265.000","12.111","12.000","999.90"
"Pinkie Pie","266.000","12.111","12.000","999.90"
"Pinkie Pie","267.000","12.111","12.000","999.90"
"Pinkie Pie","268.000","12.103","12.000","999.90"
"Pinkie Pie","269.000","12.103","12.000","999.90"
"Pinkie Pie","270.000","12.103","12.000","999.90"
"Pinkie Pie","271.000","12.103","12.000","999.90"
"Pinkie Pie","272.000","12.103","12.000","999.90"
"Pinkie Pie","273.000","12.103","12.000","999.90"
"Pinkie Pie","274.000","12.103","12.000","999.90"
"Pinkie Pie","275.000","12.103","12.000","999.90"
"Pinkie Pie","276.000","12.103","12.000","999.90"
"Pinkie Pie","277.000","12.103","12.000","999.90"
"Pinkie Pie","278.000","12.103","12.000","999.90"
"Pinkie Pie","279.000","12.103","12.000","999.90"
"Pinkie Pie","280.000","12.103","12.000","999.90"
"Pinkie Pie","281.000","12.103","12.000","999.90"
"Pinkie Pie","282.000","12.103","12.000","999.90"
"Pinkie Pie","283.000","12.103","12.000","999.90"
"Pinkie Pie","284.000","12.103","12.000","999.90"
"Pinkie Pie","285.000","12.103","12.000","999.90"
"Pinkie Pie","286.000","12.103","12.000","999.90"
"Pinkie Pie","287.000","12.103","12.000","999.90"
"Pinkie Pie","288.000","12.103","12.000","999.90"
"Pinkie Pie","289.000","12.103","12.000","999.90"
"Pinkie Pie","290.000","12.103","12.000","999.90"
"Pinkie Pie","291.000","12.103","12.000","999.90"
"Pinkie Pie","292.000","12.103","12.000","999.90"
"Pinkie Pie","293.000","12.103","12.000","999.90"
"Pinkie Pie","294.000","12.103","12.000","999.90"
"Pinkie Pie","295.000","12.103","12.000","999.90"
"Pinkie Pie","296.000","12.103","12.000","999.90"
"Pinkie Pie","297.000","12.103","12.000","999.90"
"Pinkie Pie","298.000","12.103","12.000","999.90"
"Pinkie Pie","299.000","12.103","12.000","999.90"
"Pinkie Pie","300.000","12.103","12.000","999.90"
"Pinkie Pie","301.000","12.103","12.000","999.90"
"Pinkie Pie","302.000","12.103","12.000","999.90"
"Pinkie Pie","303.000","12.103","12.000","999.90"
"Pinkie Pie","304.000","12.103","12.000","999.90"
"Pinkie Pie","305.000","12.103","12.000","999.90"
"Pinkie Pie","306.000","12.103","12.000","999.90"
"Pinkie Pie","307.000","12.103","12.000","999.90"
"Pinkie Pie","308.000","12.103","12.000","999.90"
"Pinkie Pie","309.000","12.103","12.000","999.90"
"Pinkie Pie","310.000","12.103","12.000","999.90"
"Pinkie Pie","311.000","12.103","12.000","999.90"
"Pinkie Pie","312.000","12.103","12.000","999.90"
"Pinkie Pie","313.000","12.103","12.000","999.90"
"Pinkie Pie","314.000","12.099","12.000","999.90"
"Pinkie Pie","315.000","12.099","12.000","999.90"
"Pinkie Pie","316.000","12.099","12.000","999.90"
"Pinkie Pie","317.000","12.099","12.000","999.90"
